asn|vendor_id|sku_id|po_number|ordered_quantity|order_date|received_quantity|operation
asn442||sku442|po_442|884.5|2023-05-07|267.2|INSERT
asn443||sku443|po_443|886.5|2023-05-08|267.8|INSERT
asn444||sku444|po_444|888.5|2023-05-09|268.4|INSERT
asn445||sku445|po_445|890.5|2023-05-10|269|INSERT
asn446||sku446|po_446|892.5|2023-05-11|269.6|INSERT
asn447||sku447|po_447|894.5|2023-05-12|270.2|INSERT
asn448||sku448|po_448|896.5|2023-05-13|270.8|INSERT
asn449||sku449|po_449|898.5|2023-05-14|271.4|INSERT
asn450||sku450|po_450|900.5|2023-05-15|272|INSERT
asn451||sku451|po_451|902.5|2023-05-16|272.6|INSERT
asn452||sku452|po_452|904.5|2023-05-17|273.2|INSERT
asn453||sku453|po_453|906.5|2023-05-18|273.8|INSERT
asn454||sku454|po_454|908.5|2023-05-19|274.4|INSERT
asn455||sku455|po_455|910.5|2023-05-20|275|INSERT
asn456||sku456|po_456|912.5|2023-05-21|275.6|INSERT
asn457||sku457|po_457|914.5|2023-05-22|276.2|INSERT
asn458||sku458|po_458|916.5|2023-05-23|276.8|INSERT
asn459||sku459|po_459|918.5|2023-05-24|277.4|INSERT
asn460||sku460|po_460|920.5|2023-05-25|278|INSERT
asn461||sku461|po_461|922.5|2023-05-26|278.6|INSERT
asn462||sku462|po_462|924.5|2023-05-27|279.2|INSERT
asn463||sku463|po_463|926.5|2023-05-28|279.8|INSERT
asn464||sku464|po_464|928.5|2023-05-29|280.4|INSERT
asn465||sku465|po_465|930.5|2023-05-30|281|INSERT
asn466||sku466|po_466|932.5|2023-05-31|281.6|INSERT
asn467||sku467|po_467|934.5|2023-06-01|282.2|INSERT
asn468||sku468|po_468|936.5|2023-06-02|282.8|INSERT
asn469||sku469|po_469|938.5|2023-06-03|283.4|INSERT
asn470||sku470|po_470|940.5|2023-06-04|284|INSERT
asn471||sku471|po_471|942.5|2023-06-05|284.6|INSERT
asn472||sku472|po_472|944.5|2023-06-06|285.2|INSERT
asn473||sku473|po_473|946.5|2023-06-07|285.8|INSERT
asn474||sku474|po_474|948.5|2023-06-08|286.4|INSERT
asn475||sku475|po_475|950.5|2023-06-09|287|INSERT
asn476||sku476|po_476|952.5|2023-06-10|287.6|INSERT
asn477||sku477|po_477|954.5|2023-06-11|288.2|INSERT
asn478||sku478|po_478|956.5|2023-06-12|288.8|INSERT
asn479||sku479|po_479|958.5|2023-06-13|289.4|INSERT
asn480||sku480|po_480|960.5|2023-06-14|290|INSERT
asn481||sku481|po_481|962.5|2023-06-15|290.6|INSERT
asn482||sku482|po_482|964.5|2023-06-16|291.2|INSERT
asn483||sku483|po_483|966.5|2023-06-17|291.8|INSERT
asn484||sku484|po_484|968.5|2023-06-18|292.4|INSERT
asn485||sku485|po_485|970.5|2023-06-19|293|INSERT
asn486||sku486|po_486|972.5|2023-06-20|293.6|INSERT
asn487||sku487|po_487|974.5|2023-06-21|294.2|INSERT
asn488||sku488|po_488|976.5|2023-06-22|294.8|INSERT
asn489||sku489|po_489|978.5|2023-06-23|295.4|INSERT
asn490||sku490|po_490|980.5|2023-06-24|296|INSERT
asn491||sku491|po_491|982.5|2023-06-25|296.6|INSERT
asn492||sku492|po_492|984.5|2023-06-26|297.2|INSERT
asn493||sku493|po_493|986.5|2023-06-27|297.8|INSERT
asn494||sku494|po_494|988.5|2023-06-28|298.4|INSERT
asn495||sku495|po_495|990.5|2023-06-29|299|INSERT
asn496||sku496|po_496|992.5|2023-06-30|299.6|INSERT
asn497||sku497|po_497|994.5|2023-07-01|300.2|INSERT
asn498||sku498|po_498|996.5|2023-07-02|300.8|INSERT
asn499||sku499|po_499|998.5|2023-07-03|301.4|INSERT
asn500||sku500|po_500|1000.5|2023-07-04|302|INSERT
asn501||sku501|po_501|1002.5|2023-07-05|302.6|INSERT
asn502||sku502|po_502|1004.5|2023-07-06|303.2|INSERT
asn503||sku503|po_503|1006.5|2023-07-07|303.8|INSERT
asn504||sku504|po_504|1008.5|2023-07-08|304.4|INSERT
asn505||sku505|po_505|1010.5|2023-07-09|305|INSERT
asn506||sku506|po_506|1012.5|2023-07-10|305.6|INSERT
asn507||sku507|po_507|1014.5|2023-07-11|306.2|INSERT
asn508||sku508|po_508|1016.5|2023-07-12|306.8|INSERT
asn509||sku509|po_509|1018.5|2023-07-13|307.4|INSERT
asn510||sku510|po_510|1020.5|2023-07-14|308|INSERT
asn511||sku511|po_511|1022.5|2023-07-15|308.6|INSERT
asn512||sku512|po_512|1024.5|2023-07-16|309.2|INSERT
asn513||sku513|po_513|1026.5|2023-07-17|309.8|INSERT
asn514||sku514|po_514|1028.5|2023-07-18|310.4|INSERT
asn515||sku515|po_515|1030.5|2023-07-19|311|INSERT
asn516||sku516|po_516|1032.5|2023-07-20|311.6|INSERT
asn517||sku517|po_517|1034.5|2023-07-21|312.2|INSERT
asn518||sku518|po_518|1036.5|2023-07-22|312.8|INSERT
asn519||sku519|po_519|1038.5|2023-07-23|313.4|INSERT
asn520||sku520|po_520|1040.5|2023-07-24|314|INSERT
asn521||sku521|po_521|1042.5|2023-07-25|314.6|INSERT
asn522||sku522|po_522|1044.5|2023-07-26|315.2|INSERT
asn523||sku523|po_523|1046.5|2023-07-27|315.8|INSERT
asn524||sku524|po_524|1048.5|2023-07-28|316.4|INSERT
asn525||sku525|po_525|1050.5|2023-07-29|317|INSERT
asn526||sku526|po_526|1052.5|2023-07-30|317.6|INSERT
asn527||sku527|po_527|1054.5|2023-07-31|318.2|INSERT
asn528||sku528|po_528|1056.5|2023-08-01|318.8|INSERT
asn529||sku529|po_529|1058.5|2023-08-02|319.4|INSERT
asn530||sku530|po_530|1060.5|2023-08-03|320|INSERT
asn531||sku531|po_531|1062.5|2023-08-04|320.6|INSERT
asn532||sku532|po_532|1064.5|2023-08-05|321.2|INSERT
asn533||sku533|po_533|1066.5|2023-08-06|321.8|INSERT
asn534||sku534|po_534|1068.5|2023-08-07|322.4|INSERT
asn535||sku535|po_535|1070.5|2023-08-08|323|INSERT
asn536||sku536|po_536|1072.5|2023-08-09|323.6|INSERT
asn537||sku537|po_537|1074.5|2023-08-10|324.2|INSERT
asn538||sku538|po_538|1076.5|2023-08-11|324.8|INSERT
asn539||sku539|po_539|1078.5|2023-08-12|325.4|INSERT
asn540||sku540|po_540|1080.5|2023-08-13|326|INSERT
asn541||sku541|po_541|1082.5|2023-08-14|326.6|INSERT
asn542||sku542|po_542|1084.5|2023-08-15|327.2|INSERT
asn543||sku543|po_543|1086.5|2023-08-16|327.8|INSERT
asn544||sku544|po_544|1088.5|2023-08-17|328.4|INSERT
asn545||sku545|po_545|1090.5|2023-08-18|329|INSERT
asn546||sku546|po_546|1092.5|2023-08-19|329.6|INSERT
asn547||sku547|po_547|1094.5|2023-08-20|330.2|INSERT
asn548||sku548|po_548|1096.5|2023-08-21|330.8|INSERT
asn549||sku549|po_549|1098.5|2023-08-22|331.4|INSERT
asn550||sku550|po_550|1100.5|2023-08-23|332|INSERT
asn551||sku551|po_551|1102.5|2023-08-24|332.6|INSERT
asn552||sku552|po_552|1104.5|2023-08-25|333.2|INSERT
asn553||sku553|po_553|1106.5|2023-08-26|333.8|INSERT
asn554||sku554|po_554|1108.5|2023-08-27|334.4|INSERT
asn555||sku555|po_555|1110.5|2023-08-28|335|INSERT
asn556||sku556|po_556|1112.5|2023-08-29|335.6|INSERT
asn557||sku557|po_557|1114.5|2023-08-30|336.2|INSERT
asn558||sku558|po_558|1116.5|2023-08-31|336.8|INSERT
asn559||sku559|po_559|1118.5|2023-09-01|337.4|INSERT
asn560||sku560|po_560|1120.5|2023-09-02|338|INSERT
asn561||sku561|po_561|1122.5|2023-09-03|338.6|INSERT
asn562||sku562|po_562|1124.5|2023-09-04|339.2|INSERT
asn563||sku563|po_563|1126.5|2023-09-05|339.8|INSERT
asn564||sku564|po_564|1128.5|2023-09-06|340.4|INSERT
asn565||sku565|po_565|1130.5|2023-09-07|341|INSERT
asn566||sku566|po_566|1132.5|2023-09-08|341.6|INSERT
asn567||sku567|po_567|1134.5|2023-09-09|342.2|INSERT
asn568||sku568|po_568|1136.5|2023-09-10|342.8|INSERT
asn569||sku569|po_569|1138.5|2023-09-11|343.4|INSERT
asn570||sku570|po_570|1140.5|2023-09-12|344|INSERT
asn571||sku571|po_571|1142.5|2023-09-13|344.6|INSERT
asn572||sku572|po_572|1144.5|2023-09-14|345.2|INSERT
asn573||sku573|po_573|1146.5|2023-09-15|345.8|INSERT
asn574||sku574|po_574|1148.5|2023-09-16|346.4|INSERT
asn575||sku575|po_575|1150.5|2023-09-17|347|INSERT
asn576||sku576|po_576|1152.5|2023-09-18|347.6|INSERT
asn577||sku577|po_577|1154.5|2023-09-19|348.2|INSERT
asn578||sku578|po_578|1156.5|2023-09-20|348.8|INSERT
asn579||sku579|po_579|1158.5|2023-09-21|349.4|INSERT
asn580||sku580|po_580|1160.5|2023-09-22|350|INSERT
asn581||sku581|po_581|1162.5|2023-09-23|350.6|INSERT
asn582||sku582|po_582|1164.5|2023-09-24|351.2|INSERT
asn583||sku583|po_583|1166.5|2023-09-25|351.8|INSERT
asn584||sku584|po_584|1168.5|2023-09-26|352.4|INSERT
asn585||sku585|po_585|1170.5|2023-09-27|353|INSERT
asn586||sku586|po_586|1172.5|2023-09-28|353.6|INSERT
asn587||sku587|po_587|1174.5|2023-09-29|354.2|INSERT
asn588||sku588|po_588|1176.5|2023-09-30|354.8|INSERT
asn589||sku589|po_589|1178.5|2023-10-01|355.4|INSERT
asn590||sku590|po_590|1180.5|2023-10-02|356|INSERT
asn591||sku591|po_591|1182.5|2023-10-03|356.6|INSERT
asn592||sku592|po_592|1184.5|2023-10-04|357.2|INSERT
asn593||sku593|po_593|1186.5|2023-10-05|357.8|INSERT
asn594||sku594|po_594|1188.5|2023-10-06|358.4|INSERT
asn595||sku595|po_595|1190.5|2023-10-07|359|INSERT
asn596||sku596|po_596|1192.5|2023-10-08|359.6|INSERT
asn597||sku597|po_597|1194.5|2023-10-09|360.2|INSERT
asn598||sku598|po_598|1196.5|2023-10-10|360.8|INSERT
asn599||sku599|po_599|1198.5|2023-10-11|361.4|INSERT
asn600||sku600|po_600|1200.5|2023-10-12|362|INSERT
asn601||sku601|po_601|1202.5|2023-10-13|362.6|INSERT
asn602||sku602|po_602|1204.5|2023-10-14|363.2|INSERT
asn603||sku603|po_603|1206.5|2023-10-15|363.8|INSERT
asn604||sku604|po_604|1208.5|2023-10-16|364.4|INSERT
asn605||sku605|po_605|1210.5|2023-10-17|365|INSERT
asn606||sku606|po_606|1212.5|2023-10-18|365.6|INSERT
asn607||sku607|po_607|1214.5|2023-10-19|366.2|INSERT
asn608||sku608|po_608|1216.5|2023-10-20|366.8|INSERT
asn609||sku609|po_609|1218.5|2023-10-21|367.4|INSERT
asn610||sku610|po_610|1220.5|2023-10-22|368|INSERT
asn611||sku611|po_611|1222.5|2023-10-23|368.6|INSERT
asn612||sku612|po_612|1224.5|2023-10-24|369.2|INSERT
asn613||sku613|po_613|1226.5|2023-10-25|369.8|INSERT
asn614||sku614|po_614|1228.5|2023-10-26|370.4|INSERT
asn615||sku615|po_615|1230.5|2023-10-27|371|INSERT
asn616||sku616|po_616|1232.5|2023-10-28|371.6|INSERT
asn617||sku617|po_617|1234.5|2023-10-29|372.2|INSERT
asn618||sku618|po_618|1236.5|2023-10-30|372.8|INSERT
asn619||sku619|po_619|1238.5|2023-10-31|373.4|INSERT
asn620||sku620|po_620|1240.5|2023-11-01|374|INSERT
asn621||sku621|po_621|1242.5|2023-11-02|374.6|INSERT
asn622||sku622|po_622|1244.5|2023-11-03|375.2|INSERT
asn623||sku623|po_623|1246.5|2023-11-04|375.8|INSERT
asn624||sku624|po_624|1248.5|2023-11-05|376.4|INSERT
asn625||sku625|po_625|1250.5|2023-11-06|377|INSERT
asn626||sku626|po_626|1252.5|2023-11-07|377.6|INSERT
asn627||sku627|po_627|1254.5|2023-11-08|378.2|INSERT
asn628||sku628|po_628|1256.5|2023-11-09|378.8|INSERT
asn629||sku629|po_629|1258.5|2023-11-10|379.4|INSERT
asn630||sku630|po_630|1260.5|2023-11-11|380|INSERT
asn631||sku631|po_631|1262.5|2023-11-12|380.6|INSERT
asn632||sku632|po_632|1264.5|2023-11-13|381.2|INSERT
asn633||sku633|po_633|1266.5|2023-11-14|381.8|INSERT
asn634||sku634|po_634|1268.5|2023-11-15|382.4|INSERT
asn635||sku635|po_635|1270.5|2023-11-16|383|INSERT
asn636||sku636|po_636|1272.5|2023-11-17|383.6|INSERT
asn637||sku637|po_637|1274.5|2023-11-18|384.2|INSERT
asn638||sku638|po_638|1276.5|2023-11-19|384.8|INSERT
asn639||sku639|po_639|1278.5|2023-11-20|385.4|INSERT
asn640||sku640|po_640|1280.5|2023-11-21|386|INSERT
asn641||sku641|po_641|1282.5|2023-11-22|386.6|INSERT
asn642||sku642|po_642|1284.5|2023-11-23|387.2|INSERT
asn643||sku643|po_643|1286.5|2023-11-24|387.8|INSERT
asn644||sku644|po_644|1288.5|2023-11-25|388.4|INSERT
asn645||sku645|po_645|1290.5|2023-11-26|389|INSERT
asn646||sku646|po_646|1292.5|2023-11-27|389.6|INSERT
asn647||sku647|po_647|1294.5|2023-11-28|390.2|INSERT
asn648||sku648|po_648|1296.5|2023-11-29|390.8|INSERT
asn649||sku649|po_649|1298.5|2023-11-30|391.4|INSERT
asn650||sku650|po_650|1300.5|2023-12-01|392|INSERT
asn651||sku651|po_651|1302.5|2023-12-02|392.6|INSERT
asn652||sku652|po_652|1304.5|2023-12-03|393.2|INSERT
asn653||sku653|po_653|1306.5|2023-12-04|393.8|INSERT
asn654||sku654|po_654|1308.5|2023-12-05|394.4|INSERT
asn655||sku655|po_655|1310.5|2023-12-06|395|INSERT
asn656||sku656|po_656|1312.5|2023-12-07|395.6|INSERT
asn657||sku657|po_657|1314.5|2023-12-08|396.2|INSERT
asn658||sku658|po_658|1316.5|2023-12-09|396.8|INSERT
asn659||sku659|po_659|1318.5|2023-12-10|397.4|INSERT
asn660||sku660|po_660|1320.5|2023-12-11|398|INSERT
asn661||sku661|po_661|1322.5|2023-12-12|398.6|INSERT
asn662||sku662|po_662|1324.5|2023-12-13|399.2|INSERT
asn663||sku663|po_663|1326.5|2023-12-14|399.8|INSERT
asn664||sku664|po_664|1328.5|2023-12-15|400.4|INSERT
asn665||sku665|po_665|1330.5|2023-12-16|401|INSERT
asn666||sku666|po_666|1332.5|2023-12-17|401.6|INSERT
asn667||sku667|po_667|1334.5|2023-12-18|402.2|INSERT
asn668||sku668|po_668|1336.5|2023-12-19|402.8|INSERT
asn669||sku669|po_669|1338.5|2023-12-20|403.4|INSERT
asn670||sku670|po_670|1340.5|2023-12-21|404|INSERT
asn671||sku671|po_671|1342.5|2023-12-22|404.6|INSERT
asn672||sku672|po_672|1344.5|2023-12-23|405.2|INSERT
asn673||sku673|po_673|1346.5|2023-12-24|405.8|INSERT
asn674||sku674|po_674|1348.5|2023-12-25|406.4|INSERT
asn675||sku675|po_675|1350.5|2023-12-26|407|INSERT
asn676||sku676|po_676|1352.5|2023-12-27|407.6|INSERT
asn677||sku677|po_677|1354.5|2023-12-28|408.2|INSERT
asn678||sku678|po_678|1356.5|2023-12-29|408.8|INSERT
asn679||sku679|po_679|1358.5|2023-12-30|409.4|INSERT
asn680||sku680|po_680|1360.5|2023-12-31|410|INSERT
asn681||sku681|po_681|1362.5|2024-01-01|410.6|INSERT
asn682||sku682|po_682|1364.5|2024-01-02|411.2|INSERT
asn683||sku683|po_683|1366.5|2024-01-03|411.8|INSERT
asn684||sku684|po_684|1368.5|2024-01-04|412.4|INSERT
asn685||sku685|po_685|1370.5|2024-01-05|413|INSERT
asn686||sku686|po_686|1372.5|2024-01-06|413.6|INSERT
asn687||sku687|po_687|1374.5|2024-01-07|414.2|INSERT
asn688||sku688|po_688|1376.5|2024-01-08|414.8|INSERT
asn689||sku689|po_689|1378.5|2024-01-09|415.4|INSERT
asn690||sku690|po_690|1380.5|2024-01-10|416|INSERT
asn691||sku691|po_691|1382.5|2024-01-11|416.6|INSERT
asn692||sku692|po_692|1384.5|2024-01-12|417.2|INSERT
asn693||sku693|po_693|1386.5|2024-01-13|417.8|INSERT
asn694||sku694|po_694|1388.5|2024-01-14|418.4|INSERT
asn695||sku695|po_695|1390.5|2024-01-15|419|INSERT
asn696||sku696|po_696|1392.5|2024-01-16|419.6|INSERT
asn697||sku697|po_697|1394.5|2024-01-17|420.2|INSERT
asn698||sku698|po_698|1396.5|2024-01-18|420.8|INSERT
asn699||sku699|po_699|1398.5|2024-01-19|421.4|INSERT
asn700||sku700|po_700|1400.5|2024-01-20|422|INSERT
asn701||sku701|po_701|1402.5|2024-01-21|422.6|INSERT
asn702||sku702|po_702|1404.5|2024-01-22|423.2|INSERT
asn703||sku703|po_703|1406.5|2024-01-23|423.8|INSERT
asn704||sku704|po_704|1408.5|2024-01-24|424.4|INSERT
asn705||sku705|po_705|1410.5|2024-01-25|425|INSERT
asn706||sku706|po_706|1412.5|2024-01-26|425.6|INSERT
asn707||sku707|po_707|1414.5|2024-01-27|426.2|INSERT
asn708||sku708|po_708|1416.5|2024-01-28|426.8|INSERT
asn709||sku709|po_709|1418.5|2024-01-29|427.4|INSERT
asn710||sku710|po_710|1420.5|2024-01-30|428|INSERT
asn711||sku711|po_711|1422.5|2024-01-31|428.6|INSERT
asn712||sku712|po_712|1424.5|2024-02-01|429.2|INSERT
asn713||sku713|po_713|1426.5|2024-02-02|429.8|INSERT
asn714||sku714|po_714|1428.5|2024-02-03|430.4|INSERT
asn715||sku715|po_715|1430.5|2024-02-04|431|INSERT
asn716||sku716|po_716|1432.5|2024-02-05|431.6|INSERT
asn717||sku717|po_717|1434.5|2024-02-06|432.2|INSERT
asn718||sku718|po_718|1436.5|2024-02-07|432.8|INSERT
asn719||sku719|po_719|1438.5|2024-02-08|433.4|INSERT
asn720||sku720|po_720|1440.5|2024-02-09|434|INSERT
asn721||sku721|po_721|1442.5|2024-02-10|434.6|INSERT
asn722||sku722|po_722|1444.5|2024-02-11|435.2|INSERT
asn723||sku723|po_723|1446.5|2024-02-12|435.8|INSERT
asn724||sku724|po_724|1448.5|2024-02-13|436.4|INSERT
asn725||sku725|po_725|1450.5|2024-02-14|437|INSERT
asn726||sku726|po_726|1452.5|2024-02-15|437.6|INSERT
asn727||sku727|po_727|1454.5|2024-02-16|438.2|INSERT
asn728||sku728|po_728|1456.5|2024-02-17|438.8|INSERT
asn729||sku729|po_729|1458.5|2024-02-18|439.4|INSERT
asn730||sku730|po_730|1460.5|2024-02-19|440|INSERT
asn731||sku731|po_731|1462.5|2024-02-20|440.6|INSERT
asn732||sku732|po_732|1464.5|2024-02-21|441.2|INSERT
asn733||sku733|po_733|1466.5|2024-02-22|441.8|INSERT
asn734||sku734|po_734|1468.5|2024-02-23|442.4|INSERT
asn735||sku735|po_735|1470.5|2024-02-24|443|INSERT
asn736||sku736|po_736|1472.5|2024-02-25|443.6|INSERT
asn737||sku737|po_737|1474.5|2024-02-26|444.2|INSERT
asn738||sku738|po_738|1476.5|2024-02-27|444.8|INSERT
asn739||sku739|po_739|1478.5|2024-02-28|445.4|INSERT
asn740||sku740|po_740|1480.5|2024-02-29|446|INSERT
asn741||sku741|po_741|1482.5|2024-03-01|446.6|INSERT
asn742||sku742|po_742|1484.5|2024-03-02|447.2|INSERT
asn743||sku743|po_743|1486.5|2024-03-03|447.8|INSERT
asn744||sku744|po_744|1488.5|2024-03-04|448.4|INSERT
asn745||sku745|po_745|1490.5|2024-03-05|449|INSERT
asn746||sku746|po_746|1492.5|2024-03-06|449.6|INSERT
asn747||sku747|po_747|1494.5|2024-03-07|450.2|INSERT
asn748||sku748|po_748|1496.5|2024-03-08|450.8|INSERT
asn749||sku749|po_749|1498.5|2024-03-09|451.4|INSERT
asn750||sku750|po_750|1500.5|2024-03-10|452|INSERT
asn751||sku751|po_751|1502.5|2024-03-11|452.6|INSERT
asn752||sku752|po_752|1504.5|2024-03-12|453.2|INSERT
asn753||sku753|po_753|1506.5|2024-03-13|453.8|INSERT
asn754||sku754|po_754|1508.5|2024-03-14|454.4|INSERT
asn755||sku755|po_755|1510.5|2024-03-15|455|INSERT
asn756||sku756|po_756|1512.5|2024-03-16|455.6|INSERT
asn757||sku757|po_757|1514.5|2024-03-17|456.2|INSERT
asn758||sku758|po_758|1516.5|2024-03-18|456.8|INSERT
asn759||sku759|po_759|1518.5|2024-03-19|457.4|INSERT
asn760||sku760|po_760|1520.5|2024-03-20|458|INSERT
asn761||sku761|po_761|1522.5|2024-03-21|458.6|INSERT
asn762||sku762|po_762|1524.5|2024-03-22|459.2|INSERT
asn763||sku763|po_763|1526.5|2024-03-23|459.8|INSERT
asn764||sku764|po_764|1528.5|2024-03-24|460.4|INSERT
asn765||sku765|po_765|1530.5|2024-03-25|461|INSERT
asn766||sku766|po_766|1532.5|2024-03-26|461.6|INSERT
asn767||sku767|po_767|1534.5|2024-03-27|462.2|INSERT
asn768||sku768|po_768|1536.5|2024-03-28|462.8|INSERT
asn769||sku769|po_769|1538.5|2024-03-29|463.4|INSERT
asn770||sku770|po_770|1540.5|2024-03-30|464|INSERT
asn771||sku771|po_771|1542.5|2024-03-31|464.6|INSERT
asn772||sku772|po_772|1544.5|2024-04-01|465.2|INSERT
asn773||sku773|po_773|1546.5|2024-04-02|465.8|INSERT
asn774||sku774|po_774|1548.5|2024-04-03|466.4|INSERT
asn775||sku775|po_775|1550.5|2024-04-04|467|INSERT
asn776||sku776|po_776|1552.5|2024-04-05|467.6|INSERT
asn777||sku777|po_777|1554.5|2024-04-06|468.2|INSERT
asn778||sku778|po_778|1556.5|2024-04-07|468.8|INSERT
asn779||sku779|po_779|1558.5|2024-04-08|469.4|INSERT
asn780||sku780|po_780|1560.5|2024-04-09|470|INSERT
asn781||sku781|po_781|1562.5|2024-04-10|470.6|INSERT
asn782||sku782|po_782|1564.5|2024-04-11|471.2|INSERT
asn783||sku783|po_783|1566.5|2024-04-12|471.8|INSERT
asn784||sku784|po_784|1568.5|2024-04-13|472.4|INSERT
asn785||sku785|po_785|1570.5|2024-04-14|473|INSERT
asn786||sku786|po_786|1572.5|2024-04-15|473.6|INSERT
asn787||sku787|po_787|1574.5|2024-04-16|474.2|INSERT
asn788||sku788|po_788|1576.5|2024-04-17|474.8|INSERT
asn789||sku789|po_789|1578.5|2024-04-18|475.4|INSERT
asn790||sku790|po_790|1580.5|2024-04-19|476|INSERT
asn791||sku791|po_791|1582.5|2024-04-20|476.6|INSERT
asn792||sku792|po_792|1584.5|2024-04-21|477.2|INSERT
asn793||sku793|po_793|1586.5|2024-04-22|477.8|INSERT
asn794||sku794|po_794|1588.5|2024-04-23|478.4|INSERT
asn795||sku795|po_795|1590.5|2024-04-24|479|INSERT
asn796||sku796|po_796|1592.5|2024-04-25|479.6|INSERT
asn797||sku797|po_797|1594.5|2024-04-26|480.2|INSERT
asn798||sku798|po_798|1596.5|2024-04-27|480.8|INSERT
asn799||sku799|po_799|1598.5|2024-04-28|481.4|INSERT
asn800||sku800|po_800|1600.5|2024-04-29|482|INSERT
asn801||sku801|po_801|1602.5|2024-04-30|482.6|INSERT
asn802||sku802|po_802|1604.5|2024-05-01|483.2|INSERT
asn803||sku803|po_803|1606.5|2024-05-02|483.8|INSERT
asn804||sku804|po_804|1608.5|2024-05-03|484.4|INSERT
asn805||sku805|po_805|1610.5|2024-05-04|485|INSERT
asn806||sku806|po_806|1612.5|2024-05-05|485.6|INSERT
asn807||sku807|po_807|1614.5|2024-05-06|486.2|INSERT
asn808||sku808|po_808|1616.5|2024-05-07|486.8|INSERT
asn809||sku809|po_809|1618.5|2024-05-08|487.4|INSERT
asn810||sku810|po_810|1620.5|2024-05-09|488|INSERT
asn811||sku811|po_811|1622.5|2024-05-10|488.6|INSERT
asn812||sku812|po_812|1624.5|2024-05-11|489.2|INSERT
asn813||sku813|po_813|1626.5|2024-05-12|489.8|INSERT
asn814||sku814|po_814|1628.5|2024-05-13|490.4|INSERT
asn815||sku815|po_815|1630.5|2024-05-14|491|INSERT
asn816||sku816|po_816|1632.5|2024-05-15|491.6|INSERT
asn817||sku817|po_817|1634.5|2024-05-16|492.2|INSERT
asn818||sku818|po_818|1636.5|2024-05-17|492.8|INSERT
asn819||sku819|po_819|1638.5|2024-05-18|493.4|INSERT
asn820||sku820|po_820|1640.5|2024-05-19|494|INSERT
asn821||sku821|po_821|1642.5|2024-05-20|494.6|INSERT
asn822||sku822|po_822|1644.5|2024-05-21|495.2|INSERT
asn823||sku823|po_823|1646.5|2024-05-22|495.8|INSERT
asn824||sku824|po_824|1648.5|2024-05-23|496.4|INSERT
asn825||sku825|po_825|1650.5|2024-05-24|497|INSERT
asn826||sku826|po_826|1652.5|2024-05-25|497.6|INSERT
asn827||sku827|po_827|1654.5|2024-05-26|498.2|INSERT
asn828||sku828|po_828|1656.5|2024-05-27|498.8|INSERT
asn829||sku829|po_829|1658.5|2024-05-28|499.4|INSERT
asn830||sku830|po_830|1660.5|2024-05-29|500|INSERT
asn831||sku831|po_831|1662.5|2024-05-30|500.6|INSERT
asn832||sku832|po_832|1664.5|2024-05-31|501.2|INSERT
asn833||sku833|po_833|1666.5|2024-06-01|501.8|INSERT
asn834||sku834|po_834|1668.5|2024-06-02|502.4|INSERT
asn835||sku835|po_835|1670.5|2024-06-03|503|INSERT
asn836||sku836|po_836|1672.5|2024-06-04|503.6|INSERT
asn837||sku837|po_837|1674.5|2024-06-05|504.2|INSERT
asn838||sku838|po_838|1676.5|2024-06-06|504.8|INSERT
asn839||sku839|po_839|1678.5|2024-06-07|505.4|INSERT
asn840||sku840|po_840|1680.5|2024-06-08|506|INSERT
asn841||sku841|po_841|1682.5|2024-06-09|506.6|INSERT
asn842||sku842|po_842|1684.5|2024-06-10|507.2|INSERT
asn843||sku843|po_843|1686.5|2024-06-11|507.8|INSERT
asn844||sku844|po_844|1688.5|2024-06-12|508.4|INSERT
asn845||sku845|po_845|1690.5|2024-06-13|509|INSERT
asn846||sku846|po_846|1692.5|2024-06-14|509.6|INSERT
asn847||sku847|po_847|1694.5|2024-06-15|510.2|INSERT
asn848||sku848|po_848|1696.5|2024-06-16|510.8|INSERT
asn849||sku849|po_849|1698.5|2024-06-17|511.4|INSERT
asn850||sku850|po_850|1700.5|2024-06-18|512|INSERT
asn851||sku851|po_851|1702.5|2024-06-19|512.6|INSERT
asn852||sku852|po_852|1704.5|2024-06-20|513.2|INSERT
asn853||sku853|po_853|1706.5|2024-06-21|513.8|INSERT
asn854||sku854|po_854|1708.5|2024-06-22|514.4|INSERT
asn855||sku855|po_855|1710.5|2024-06-23|515|INSERT
asn856||sku856|po_856|1712.5|2024-06-24|515.6|INSERT
asn857||sku857|po_857|1714.5|2024-06-25|516.2|INSERT
asn858||sku858|po_858|1716.5|2024-06-26|516.8|INSERT
asn859||sku859|po_859|1718.5|2024-06-27|517.4|INSERT
asn860||sku860|po_860|1720.5|2024-06-28|518|INSERT
asn861||sku861|po_861|1722.5|2024-06-29|518.6|INSERT
asn862||sku862|po_862|1724.5|2024-06-30|519.2|INSERT
asn863||sku863|po_863|1726.5|2024-07-01|519.8|INSERT
asn864||sku864|po_864|1728.5|2024-07-02|520.4|INSERT
asn865||sku865|po_865|1730.5|2024-07-03|521|INSERT
asn866||sku866|po_866|1732.5|2024-07-04|521.6|INSERT
asn867||sku867|po_867|1734.5|2024-07-05|522.2|INSERT
asn868||sku868|po_868|1736.5|2024-07-06|522.8|INSERT
asn869||sku869|po_869|1738.5|2024-07-07|523.4|INSERT
asn870||sku870|po_870|1740.5|2024-07-08|524|INSERT
asn871||sku871|po_871|1742.5|2024-07-09|524.6|INSERT
